study_ID_Ancestry,StudyID,Who,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,N,Population_pop,Who_pop,Article_link,CrudeName,EthnicGroup,EthnicGroup_Notes,Subpopulation,Other_Classification,Location,Biome,Country,Lattitude,Longitude,Region,Sedentary,AcculturationLevel,ReferenceSource,SerumLevel_mg_dL,SL_SD_mg_dL,SL_SE_mg_dL,HDL_Chol_mg_dL,HDL_SD_mg_dL,LDL_Chol_mg_dL,LDL_SD_mg_dL,Triglyceride_Chol_mg_dL,Triglyceride_SD_mg_dL,ANCESTRY
SWU1,SWU1,"FION,BEVERLY",South Western Uganda,M,13,13-19,,NA,1085,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",112.143,NA,NA,30.936,NA,65.739,NA,NA,NA,Bantu
SWU1,SWU1,FION,South Western Uganda,F,30,30-39,,NA,679,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",143.079,NA,NA,42.537,NA,81.207,NA,NA,NA,Bantu
SWU1,SWU1,FION,South Western Uganda,F,40,40-49,,NA,551,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",146.946,NA,NA,42.537,NA,85.074,NA,NA,NA,Bantu
SWU1,SWU1,"FION, BEVERLY",South Western Uganda,F,13,13-19,,NA,1013,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",127.611,NA,NA,34.803,NA,73.473,NA,NA,NA,Bantu
SWU1,SWU1,FION,South Western Uganda,F,20,20-29,,NA,711,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",135.345,NA,NA,38.67,NA,77.34,NA,NA,NA,Bantu
SWU1,SWU1,"FION, BEVERLY",South Western Uganda,M,50,50+,,NA,566,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",143.079,NA,NA,42.537,NA,77.34,NA,NA,NA,Bantu
SWU1,SWU1,FION,South Western Uganda,F,50,50+,,NA,842,Baganda; Banyarwanda,FION,SWU1,,Baganda,More specific classification within the Bantu. This tribe is located in Uganda and appears here:https://www.refworld.org/docid/4954ce51c.html,,,South Western Uganda,,Uganda,1.373333,32.290275,Africa,NA,Integrated,"Georgina AV Murphy, Gershim Asiki, Kenneth Ekoru, Rebecca N Nsubuga, Jessica Nakiyingi-Miiro, Elizabeth H Young, Janet Seeley, Manjinder S Sandhu, Anatoli Kamali; Sociodemographic distribution of non-communicable disease risk factors in rural Uganda: a cross-sectional study, International Journal of Epidemiology, Volume 42, Issue 6, 1 December 2013, Pages 1740–1753, https://doi.org/10.1093/ije/dyt184",162.414,NA,NA,42.537,NA,96.675,NA,NA,NA,Bantu
TAN1_A,TAN1-A,AYANA,Masai,M/F,30,30-60,,NA,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.4263,36.3498,NA,41.7636,12.3744,84.6873,28.6158,120.4552,54.0277,Nilote
TAN7_A,TAN7-A,Gisele,Tanzanian,F,30,30-60,60,41.2,225,Tanzanian,Gisele,TAN7,Tanzanian,Tanzanian,,,Urban,Temeke,Savanna,Tanzania,-6.9488,39.445,Africa,NA,Integrated,Physical activity and blood lipids in rural and urban Tanzanians,174.015,38.67,NA,46.404,11.601,104.409,34.803,123.998,88.57,East_African
TAN7_A,TAN7-A,Gisele,Tanzanian,M,30,30-60,60,42,259,Tanzanian,Gisele,TAN7,Tanzanian,Tanzanian,,,Urban,Temeke,Savanna,Tanzania,-6.9488,39.445,Africa,NA,Integrated,Physical activity and blood lipids in rural and urban Tanzanians,174.015,42.537,NA,42.537,11.601,104.409,38.67,159.426,106.284,East_African
TAN7_A,TAN7-B,Gisele,Tanzanian,F,30,30-60,60,45.1,256,Tanzanian,Gisele,TAN7,Tanzanian,Tanzanian,,,Rural,"Kigamboni, Handeni, and Monduli regions",Savanna,Tanzania,-6.8227,39.3024,Africa,NA,Integrated,Physical activity and blood lipids in rural and urban Tanzanians,146.946,42.537,NA,38.67,15.468,81.207,34.803,123.998,53.142,East_African
TAN7_A,TAN7-B,Gisele,Tanzanian,M,30,30-60,60,46,245,Tanzanian,Gisele,TAN7,Tanzanian,Tanzanian,,,Rural,"Kigamboni, Handeni, and Monduli regions",Savanna,Tanzania,-6.8227,39.3024,Africa,NA,Integrated,Physical activity and blood lipids in rural and urban Tanzanians,139.212,38.67,NA,34.803,11.601,77.34,30.936,132.855,70.856,East_African
TARA1,TARA1,FION,Tarahumara Indians,F,19,19-70,70,NA,108,Tarahumara,"FION, Ashley",,,Tarahumara,https://en.wikipedia.org/wiki/Rar%C3%A1muri,,,Sierra Madre Occidental Mountains,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,NA,Unacculturated,"Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",139,30,NA,28,14,89,14,141,NA,Native_American
TARA1,TARA1,FION,Tarahumara Indians,F,6,18-Jun,18,NA,104,Tarahumara,"FION, Ashley",,,Tarahumara,https://en.wikipedia.org/wiki/Rar%C3%A1muri,,,Sierra Madre Occidental Mountains,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,NA,Unacculturated,"Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",117,25,NA,30,11,90,16,143,NA,Native_American
TARA1,TARA1,FION,Tarahumara Indians,M,5,18-May,18,NA,118,Tarahumara,"FION, Ashley",,,Tarahumara,https://en.wikipedia.org/wiki/Rar%C3%A1muri,,,Sierra Madre Occidental Mountains,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,NA,Unacculturated,"Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",115,19,NA,23,8,75,15,118,NA,Native_American
TARA1,TARA1,FION,Tarahumara Indians,M,19,19-70,70,NA,149,Tarahumara,"FION, Ashley",,,Tarahumara,https://en.wikipedia.org/wiki/Rar%C3%A1muri,,,Sierra Madre Occidental Mountains,Tropical Rainforest,Mexico,23.634501,-102.552784,North America,NA,Unacculturated,"Connor, W E, et al. “The Plasma Lipids, Lipoproteins, and Diet of the Tarahumara Indians of Mexico.” The American Journal of Clinical Nutrition, vol. 31, no. 7, July 1978, pp. 1131–1142., doi:10.1093/ajcn/31.7.1131.",136,27,NA,26,7,87,22,134,NA,Native_American
TARA2,TARA2,EM,Tarahumara,M/F,12,Dec-35,35,NA,12,Tarahumara,EM,TARA2,Tarahumara,Tarahumara,,,,"Sisoguichi, Chihuahua",Tropical Rainforest,Mexico,27.79,-107.5,North America,NA,Unacculturated,"""""Changes in Lipid and Lipoprotein Levels and Body Weight in Tarahumara Indians after Consumption of an Affluent Diet"""" McMurry et. al",121,5,NA,32,2,72,3,91,8,Native_American
TARA3,TARA3,Ashley,Tarahumara Indians,M,20,20-45,45,NA,8,Tarahumara Indians,Ashley,TARA3,Tarahumara Indians,Tarahumara Indians,,,,"Chihuahua, Mexico",Desert,Mexico,28.633,-106.0691,North America,NA,NA,"""""Dietary cholesterol and the plasma lipids and lipoproteins in the Tarahumara Indians: a people habituated to a low cholesterol diet after weaning"""" McMurry, et. al.",NA,NA,NA,31,3,72,4,96,12,Native_American
TBT1_A,NA,BENJA,Tibet Female,Women,NA,NA,NA,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,,183.6825,38.67,NA,58.005,15.468,108.6627,27.069,94.075,44.375,Tibet
TBT1_A,NA,BENJA,Tibet Male,Men,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://www.liebertpub.com/doi/abs/10.1089/ham.2010.1050,182.1357,42.537,NA,55.2981,19.335,112.143,30.936,112.7125,53.25,Tibet
TBT1_All,NA,BENJA,Tibetian,Overall,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Overall,https://www.researchsquare.com/article/rs-1183161/v1,197.6037,39.8301,NA,56.4582,11.601,124.1307,35.5764,117.15,71,Tibet
THAI,NA,BENJA,Thailand INTERASIA,Overall,NA,NA,NA,NA,4876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Asia Pacific region,NA,Overall,https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.111.028373,208.818,46.404,NA,46.404,11.601,135.345,42.537,142,71,other
TRK1,TRK1,Emily,Turks,F,,,,48.8,1543,Turks,Emily,TRK1,Turks,Turks,,,,"Turkey, Turkey (59 communities in all geographical regions)",", woodland",Turkey,39.09598,34.808695,Asia,NA,NA,Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks,NA,NA,NA,47.5,12.8,NA,NA,NA,NA,Middle_Eastern_Ancestry
TRK1,TRK1,Emily,Turks,M,,,,49.1,1492,Turks,Emily,TRK1,Turks,Turks,,,,"Turkey, Turkey (59 communities in all geographical regions)",", woodland",Turkey,39.09598,34.808695,Asia,NA,NA,Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks,NA,NA,NA,37.5,11.5,NA,NA,NA,NA,Middle_Eastern_Ancestry
TRK1,TRK2,Emily,Turks,F,,,,49.2,1014,Turks,Emily,TRK2,Turks,Turks,,,,Turkey,", woodland",Turkey,", 39.262049",", 35.336038",Asia,NA,NA,"Risk of obesity and metabolic syndrome associated with FTO gene variants discloses clinically relevant gender difference
among Turks",192.6,39.9,NA,46,12.4,119.2,34.3,100,1.6,Middle_Eastern_Ancestry
TRK1,TRK2,Emily,Turks,M,,,,50.1,953,Turks,Emily,TRK2,Turks,Turks,,,,Turkey,", woodland",Turkey,", 39.262049",", 35.336038",Asia,NA,NA,"Risk of obesity and metabolic syndrome associated with FTO gene variants discloses clinically relevant gender difference
among Turks",184.6,37.6,NA,38.7,11.4,113.2,31.5,125.8,1.7,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,M,30,30-39,39,NA,346,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,35.6,11,NA,NA,150,99,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,M,20,20-29,29,NA,27,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,35.4,10,NA,NA,106,67,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,F,20,20-29,29,NA,34,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,44.2,13,NA,NA,59,49,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,F,30,30-39,39,NA,352,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,42.7,12,NA,NA,106,63,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,F,60,60-69,69,NA,214,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,49,15,NA,NA,157,93,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,M,60,60-69,69,NA,199,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,39.2,13,NA,NA,131,79,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,M,40,40-49,49,NA,319,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,36.3,12,NA,NA,163,101,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,F,70,70+,,NA,72,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,46.5,11,NA,NA,142,86,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,M,70,70+,,NA,87,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,42,14,NA,NA,115,50,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,F,40,40-49,49,NA,337,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,44.4,13,NA,NA,125,68,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,F,50,50-59,59,NA,252,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,44.8,11,NA,NA,137,83,Middle_Eastern_Ancestry
TRK2,TURK2-A,Ashley,Turks,M,50,50-59,59,NA,233,Turks,Ashley,TURK2,Turks,Turks,,,,"Marmara, Black Sea, Aegean, Central Anatolia, Eastern Anatolia, South-East Anatolia, Mediterranean regions",Temperate rainforest,Turkey,38.9637,35.2433,Asia,NA,Integrated,"""""Lipids, Lipoproteins, and Apolipoproteins Among Turks, and Impact on Coronary Heart Disease"""" Onat",NA,NA,NA,37.4,11,NA,NA,143,88,Middle_Eastern_Ancestry
TRK2,TURK3,Ashley,Turks,M,,,,49.1,1492,Turks,Ashley,TURK3,,Turks,,,,"Istanbul, Turkey",Temperate,Turkey,41.0082,28.9784,Asia,NA,Integrated,"""""Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks"""" Onat, et. al.",NA,NA,NA,37.5,11.5,114,32,NA,NA,Middle_Eastern_Ancestry
TRK2,TURK3,Ashley,Turks,F,,,,48.8,1543,Turks,Ashley,TURK3,,Turks,,,,"Istanbul, Turkey",Temperate,Turkey,41.0082,28.9784,Asia,NA,Integrated,"""""Impaired protection against diabetes and coronary heart disease by high-density lipoproteins in Turks"""" Onat, et. al.",NA,NA,NA,47.5,12.8,119,34,NA,NA,Middle_Eastern_Ancestry
TRN1,TRN1,Gisele,Trinidadians,F,35,35-69,69,NA,959,Trinidadians,Gisele,TRN1,Trinidadians,Trinidadians,,,,"Blanchisseuse, Trinidad",Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,NA,Integrated,"Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",NA,NA,NA,49.1109,18.5616,NA,NA,NA,NA,Trinidadians
TRN1,TRN1,Gisele,Trinidadians,M,35,35-69,69,NA,1228,Trinidadians,Gisele,TRN1,Trinidadians,Trinidadians,,,,"Blanchisseuse, Trinidad",Tropical rainforest,Trinidad and Tobago,10.7713,-61.2452,South America,NA,Integrated,"Serum Lipoprotein Concentrations in Relation to Ethnic Composition and Urbanization in Men and Women of Trinidad, West Indies",NA,NA,NA,37.8966,16.6281,NA,NA,NA,NA,Trinidadians
TSI1,TSI1,AYANA,Tsimane,M/F,75,75+,,NA,48,Tsimane,"AYANA, Ashley",,,Tsimane,Specifically named in paper,,85 villages,Maniqui River,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,Active,Unacculturated,"""""Coronary atherosclerosis inn indigenous South American Tsimane: a cross sectional cohort study"""" Kaplan et.al.",139.212,27.069,NA,38.67,7.734,81.207,27.069,97.427,35.428,Amerindian
TSI1,TSI1,AYANA,Tsimane,M/F,"40, 55","40-44, 55-64",,NA,"31, 204",Tsimane,"AYANA, Ashley",,,Tsimane,Specifically named in paper,,85 villages,Maniqui River,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,Active,Unacculturated,"""""Coronary atherosclerosis inn indigenous South American Tsimane: a cross sectional cohort study"""" Kaplan et.al.",154.68,NA,NA,38.67,7.734,NA,NA,NA,NA,Amerindian
TSI1,TSI1,AYANA,Tsimane,M/F,"45, 65","45-54, 65-74",,NA,"298, 124",Tsimane,"AYANA, Ashley",,,Tsimane,Specifically named in paper,,85 villages,Maniqui River,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,Active,Unacculturated,"""""Coronary atherosclerosis inn indigenous South American Tsimane: a cross sectional cohort study"""" Kaplan et.al.",150.813,NA,NA,38.67,7.734,NA,27.069,NA,44.285,Amerindian
TSI1,TSI2,AYANA,Tsimane,M/F,60,60-69,,NA,65,Tsimane,"AYANA, Ashley",,,Tsimane,Specifically named in paper,,,Amazon,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,Yes,Unacculturated,"""""Inflammation and inflammation do not promote arterial aging and cardiovascular disease risk factors among lean horticulturists"""" Gurven et.al. ",136,NA,4,37,1,76,3,116,15,Amerindian
TSI1,TSI2,AYANA,Tsimane,M/F,"40, 50","40+, 50-59",,NA,65,Tsimane,"AYANA, Ashley",,,Tsimane,Specifically named in paper,,,Amazon,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,Yes,Unacculturated,"""""Inflammation and inflammation do not promote arterial aging and cardiovascular disease risk factors among lean horticulturists"""" Gurven et.al. ",144,NA,NA,37,1,NA,NA,NA,NA,Amerindian
TSI1,TSI2,AYANA,Tsimane,M/F,70,70+,,NA,65,Tsimane,"AYANA, Ashley",,,Tsimane,Specifically named in paper,,,Amazon,Tropical Rainforest,Bolivia,-16.975591,-65.421113,South America,Yes,Unacculturated,"""""Inflammation and inflammation do not promote arterial aging and cardiovascular disease risk factors among lean horticulturists"""" Gurven et.al. ",134,NA,5,35,2,72,3,121,8,Amerindian
TSI1_A,TSI1,BENJA,Australia TSI Women_Female,Women,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Rural,doi:10.1016/j.atherosclerosis.2008.03.022,179.4288,15.0813,NA,38.67,3.4803,137.2785,15.0813,111.825,20.4125,Australian_Aboriginal
TSI1_A,TSI1,BENJA,Australia TSI Women_Male,Men,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Rural,doi:10.1016/j.atherosclerosis.2008.03.022,187.1628,13.5345,NA,38.67,4.6404,145.3992,14.3079,143.775,27.5125,Australian_Aboriginal
TSIB,TSIB,BENJA,Tsimane,Overall,NA,NA,NA,NA,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distinct,NA,Rural,https://doi.org/10.1002/ajhb.21074,138,29.2,NA,36.8,8.9,70.6,21.9,NA,NA,Amerindian
TSIG,TSI7,Gisele,Tsimane,M/F,20,20-84,84,39.7,418,Tsimane,Gisele,TSI7,Tsimane,Tsimane,,,,"San Borja and Maniqui River villages, Bolivia",Tropical rainforest,Bolviia,-14.8585,-66.747,South America,NA,Unacculturated,"Blood lipids, infection, and inflammatory markers in the Tsimane of Bolivia.",138,29.2,NA,36.8,8.9,70.6,21.9,NA,NA,Amerindian
TURKANA_pastoralist,TURKANA,BENJA,TURKANA_pastoralist,,,,,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.99,33.6,NA,60.1,15.2,71.3,30.8,NA,NA,TURKANA_pastoralist
UK_B,UK_B,BENJA,UK Biobank - Healthy,Overall,NA,NA,NA,NA,340470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Europe,NA,Overall,https://www.ahajournals.org/doi/full/10.1161/CIRCULATIONAHA.119.041149,227.7,40.6,NA,57,14.3,143.6,31.2,149.7,85.9,UK_B
USSA,NA,NA,US South Asian,Overall,NA,NA,NA,NA,889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,North America,NA,Overall,https://doi.org/10.1186/s12872-019-1045-z,NA,NA,NA,50.1,13.3,111.5,32,131.4,71.5,other
WATCH,WATCH,BENJA,Inuits WATCH study_Females,Women,NA,NA,NA,NA,2140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALASKA general,NA,Overall,,NA,NA,NA,63.9,18.1,125.6,39.1,106.6,71.8,Circumpolar
WATCH,WATCH,BENJA,Inuits WATCH study_Males,Men,NA,NA,NA,NA,1845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALASKA general,NA,Overall,DOI: 10.1016/j.numecd.2014.10.012,NA,NA,NA,55.5,16.8,125.6,39.1,103.7,69.5,Circumpolar
XAV6,XAV6,EM,Xavante,M,20,,,43.2,455,Xavante,EM,XAV6,Xavante,Xavante,,,,"São Marcos and Sangradouro/Volta Grande indigenous reserves, Mato Grosso State",Grassland,Brazil,-15.62,-56.16,South America,Yes,NA,"""""Cardiovascular Risk in Xavante Indigenous Population"""" Soares et. al",146,43,NA,37.1,7.5,70.8,26,202.1,161.7,SA_Indegenous
XAV6,XAV6,EM,Xavante,F,20,,,42.5,470,Xavante,EM,XAV6,Xavante,Xavante,,,,"São Marcos and Sangradouro/Volta Grande indigenous reserves, Mato Grosso State",Grassland,Brazil,-15.62,-56.16,South America,Yes,NA,"""""Cardiovascular Risk in Xavante Indigenous Population"""" Soares et. al",146.8,43.2,NA,40.6,8.2,70,23.3,196.4,180,SA_Indegenous
XAV7,XAV7,Gisele,Xavante,M,20,20+,,43.1,457,Xavante,Gisele,XAV7,Xavante,Xavante,,,,"São Marcos and Sangradouro/Volta Grande indigenous reserves, Mato Grosso State",Grassland,Brazil,-15.62,-56.16,South America,NA,Semi-acculturated,Prevalence of metabolic syndrome in the Brazilian Xavante indigenous population,NA,NA,NA,37.1,7.5,NA,NA,201.8,161.6,SA_Indegenous
