"StudyID","Who","Population","Sex","HDL_Chol","SerumLevel","Age_LL","Age","Age_UL","Mean_Age","SD","N","N_Assumed","SL_SD","SL_SE","SL_Units","HDL_SD","HDL_Units","NonHDL_C","NonH_Units","LDL_Chol","LDL_SD","LDL_Units","Hypercholesterolemia_Prev","Triglyceride_Chol","Triglyceride_SD","Triglyceride_Units","Apo_A1","AA_Units","ApoB","ApoB_SD","AB_Units","Lp_a","Lpa_Units","Population_pop","Who_pop","Article_link","CrudeName","EthnicGroup","EthnicGroup_Notes","Subpopulation","Other_Classification","Location","Biome","Country","Lattitude","Longitude","Region","Sedentary","AcculturationLevel","ReferenceSource","SerumLevel_mg_dL","SL_SD_mg_dL","SL_SE_mg_dL","HDL_Chol_mg_dL","HDL_SD_mg_dL","LDL_Chol_mg_dL","LDL_SD_mg_dL","Triglyceride_Chol_mg_dL","Triglyceride_SD_mg_dL","Ancestry","Heritability","ANCESTRY","study_ID_Ancestry"
"NOR1-A","Ashley","Sami I","M",1.44,NA,"65","65-79","79",NA,NA,"220","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.37,NA,"mmol/L","1.36","mmol/L","1.02","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami I","Sami I","Sami used as a home language by all members of family","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,55.6848,NA,NA,NA,121.3409,NA,NA,NA,NA,NA
"NOR1-A","Ashley","Sami I","M",1.29,NA,"50","50-64","64",NA,NA,"220","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.53,NA,"mmol/L","1.32","mmol/L","1.13","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami I","Sami I","Sami used as a home language by all members of family","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,49.8843,NA,NA,NA,135.5121,NA,NA,NA,NA,NA
"NOR1-A","Ashley","Sami I","M",1.23,NA,"36","36-49","49",NA,NA,"220","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.73,NA,"mmol/L","1.29","mmol/L","1.1","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami I","Sami I","Sami used as a home language by all members of family","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study"""" Nystad et. al.",NA,NA,NA,47.5641,NA,NA,NA,153.2261,NA,NA,NA,NA,NA
"NOR1-B","Ashley","Sami II","F",1.48,NA,"50","50-64","64",NA,NA,"464","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.42,NA,"mmol/L","1.47","mmol/L","1.08","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami II","Sami II","At least one Sami identifier","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,57.2316,NA,NA,NA,125.7694,NA,NA,NA,NA,NA
"NOR1-B","Ashley","Sami II","F",1.43,NA,"36","36-49","49",NA,NA,"464","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.21,NA,"mmol/L","1.41","mmol/L","0.93","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami II","Sami II","At least one Sami identifier","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,55.2981,NA,NA,NA,107.1697,NA,NA,NA,NA,NA
"NOR1-B","Ashley","Sami II","M",1.31,NA,"50","50-64","64",NA,NA,"440","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.55,NA,"mmol/L","1.35","mmol/L","1.08","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami II","Sami II","At least one Sami identifier","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,50.6577,NA,NA,NA,137.2835,NA,NA,NA,NA,NA
"NOR1-B","Ashley","Sami II","M",1.37,NA,"65","65-79","79",NA,NA,"440","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.35,NA,"mmol/L","1.37","mmol/L","1.05","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami II","Sami II","At least one Sami identifier","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,52.9779,NA,NA,NA,119.5695,NA,NA,NA,NA,NA
"NOR1-B","Ashley","Sami II","F",1.51,NA,"65","65-79","79",NA,NA,"464","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.38,NA,"mmol/L","1.46","mmol/L","1.07","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami II","Sami II","At least one Sami identifier","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,58.3917,NA,NA,NA,122.2266,NA,NA,NA,NA,NA
"NOR1-B","Ashley","Sami II","M",1.21,NA,"36","36-49","49",NA,NA,"440","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.71,NA,"mmol/L","1.3","mmol/L","1.07","","mmol/L",NA,"","Sami","Ashley","NOR1","Sami II","Sami II","At least one Sami identifier","","","Norway","tundra","Norway","60.472","8.4689","Europe","Yes","Semi-acculturated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,46.7907,NA,NA,NA,151.4547,NA,NA,NA,NA,NA
"NOR1-C","Ashley","Kven","F",1.59,NA,"65","65-79","79",NA,NA,"150","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.56,NA,"mmol/L","1.53","mmol/L","1.12","","mmol/L",NA,"","Kven","Ashley","NOR1","Kven","Kven","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,61.4853,NA,NA,NA,138.1692,NA,NA,NA,NA,NA
"NOR1-C","Ashley","Kven","F",1.56,NA,"50","50-64","64",NA,NA,"150","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.36,NA,"mmol/L","1.52","mmol/L","1.09","","mmol/L",NA,"","Kven","Ashley","NOR1","Kven","Kven","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,60.3252,NA,NA,NA,120.4552,NA,NA,NA,NA,NA
"NOR1-C","Ashley","Kven","M",1.42,NA,"65","65-79","79",NA,NA,"141","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.31,NA,"mmol/L","1.38","mmol/L","1.06","","mmol/L",NA,"","Kven","Ashley","NOR1","Kven","Kven","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,54.9114,NA,NA,NA,116.0267,NA,NA,NA,NA,NA
"NOR1-C","Ashley","Kven","M",1.2,NA,"36","36-49","49",NA,NA,"141","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.69,NA,"mmol/L","1.29","mmol/L","1.02","","mmol/L",NA,"","Kven","Ashley","NOR1","Kven","Kven","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,46.404,NA,NA,NA,149.6833,NA,NA,NA,NA,NA
"NOR1-C","Ashley","Kven","F",1.4,NA,"36","36-49","49",NA,NA,"150","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.25,NA,"mmol/L","1.37","mmol/L","0.9","","mmol/L",NA,"","Kven","Ashley","NOR1","Kven","Kven","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,54.138,NA,NA,NA,110.7125,NA,NA,NA,NA,NA
"NOR1-C","Ashley","Kven","M",1.34,NA,"50","50-64","64",NA,NA,"141","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.58,NA,"mmol/L","1.39","mmol/L","1.07","","mmol/L",NA,"","Kven","Ashley","NOR1","Kven","Kven","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,51.8178,NA,NA,NA,139.9406,NA,NA,NA,NA,NA
"NOR1-D","Ashley","Norwegian","F",1.56,NA,"65","65-79","79",NA,NA,"1298","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.49,NA,"mmol/L","1.53","mmol/L","1.08","","mmol/L",NA,"","Norwegian","Ashley","NOR1","Norwegian","Norwegian","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,60.3252,NA,NA,NA,131.9693,NA,NA,NA,NA,NA
"NOR1-D","Ashley","Norwegian","M",1.34,NA,"65","65-79","79",NA,NA,"1122","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.45,NA,"mmol/L","1.37","mmol/L","1.02","","mmol/L",NA,"","Norwegian","Ashley","NOR1","Norwegian","Norwegian","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,51.8178,NA,NA,NA,128.4265,NA,NA,NA,NA,NA
"NOR1-D","Ashley","Norwegian","M",1.28,NA,"50","50-64","64",NA,NA,"1122","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.58,NA,"mmol/L","1.36","mmol/L","1.04","","mmol/L",NA,"","Norwegian","Ashley","NOR1","Norwegian","Norwegian","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,49.4976,NA,NA,NA,139.9406,NA,NA,NA,NA,NA
"NOR1-D","Ashley","Norwegian","M",1.2,NA,"36","36-49","49",NA,NA,"1122","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.67,NA,"mmol/L","1.31","mmol/L","1.01","","mmol/L",NA,"","Norwegian","Ashley","NOR1","Norwegian","Norwegian","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,46.404,NA,NA,NA,147.9119,NA,NA,NA,NA,NA
"NOR1-D","Ashley","Norwegian","F",1.44,NA,"36","36-49","49",NA,NA,"1298","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.16,NA,"mmol/L","1.42","mmol/L","0.88","","mmol/L",NA,"","Norwegian","Ashley","NOR1","Norwegian","Norwegian","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,55.6848,NA,NA,NA,102.7412,NA,NA,NA,NA,NA
"NOR1-D","Ashley","Norwegian","F",1.53,NA,"50","50-64","64",NA,NA,"1298","Y",NA,NA,"",NA,"mmol/L",NA,"",NA,NA,"",NA,1.39,NA,"mmol/L","1.51","mmol/L","1.03","","mmol/L",NA,"","Norwegian","Ashley","NOR1","Norwegian","Norwegian","","","","Norway","tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Distribution of APOB/APOA-I ratio and blood lipids in Sami, Kven, and Norwegian populations: the Saminor study""""",NA,NA,NA,59.1651,NA,NA,NA,123.1123,NA,NA,NA,NA,NA
"NOR2-A","Ashley","Sami Norwegian","F",1.45,NA,"","","","55.5","10.2","1150","N",NA,NA,"",0.37,"mmol/L",NA,"",NA,NA,"",NA,1.36,0.98,"mmol/L",NA,"",NA,"","",NA,"","Sami Norwegian","Ashley","NOR2","Sami","Sami Norwegian","","","SAMINOR 1","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,56.0715,14.3079,NA,NA,120.4552,86.7986,NA,NA,NA,NA
"NOR2-A","Ashley","Sami Norwegian","M",1.27,NA,"","","","56.3","10.1","1118","N",NA,NA,"",0.36,"mmol/L",NA,"",NA,NA,"",NA,1.55,1.27,"mmol/L",NA,"",NA,"","",NA,"","Sami Norwegian","Ashley","NOR2","Sami","Sami Norwegian","","","SAMINOR 1","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,49.1109,13.9212,NA,NA,137.2835,112.4839,NA,NA,NA,NA
"NOR2-B","Ashley","Norwegian","F",1.49,NA,"","","","56.5","10.1","2176","N",NA,NA,"",0.4,"mmol/L",NA,"",NA,NA,"",NA,1.35,0.92,"mmol/L",NA,"",NA,"","",NA,"","Norwegian","Ashley","NOR2","Norwegian","Norwegian","","","SAMINOR 1","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,57.6183,15.468,NA,NA,119.5695,81.4844,NA,NA,NA,NA
"NOR2-B","Ashley","Norwegian","M",1.28,NA,"","","","56.4","9.8","1864","N",NA,NA,"",0.34,"mmol/L",NA,"",NA,NA,"",NA,1.58,1.14,"mmol/L",NA,"",NA,"","",NA,"","Norwegian","Ashley","NOR2","Norwegian","Norwegian","","","SAMINOR 1","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,49.4976,13.1478,NA,NA,139.9406,100.9698,NA,NA,NA,NA
"NOR2-C","Ashley","Sami Norwegian","F",1.45,NA,"","","","58.5","10.4","1283","N",NA,NA,"",0.41,"mmol/L",NA,"",NA,NA,"",NA,1.4,0.9,"mmol/L",NA,"",NA,"","",NA,"","Sami Norwegian","Ashley","NOR2","Sami","Sami Norwegian","","","SAMINOR 2","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,56.0715,15.8547,NA,NA,123.998,79.713,NA,NA,NA,NA
"NOR2-C","Ashley","Sami Norwegian","M",1.23,NA,"","","","59.8","10.3","1113","N",NA,NA,"",0.38,"mmol/L",NA,"",NA,NA,"",NA,1.7,1.2,"mmol/L",NA,"",NA,"","",NA,"","Sami Norwegian","Ashley","NOR2","Sami","Sami Norwegian","","","SAMINOR 2","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,47.5641,14.6946,NA,NA,150.569,106.284,NA,NA,NA,NA
"NOR2-D","Ashley","Norwegian","M",1.28,NA,"","","","60.3","10.2","1571","N",NA,NA,"",0.38,"mmol/L",NA,"",NA,NA,"",NA,1.5,1.1,"mmol/L",NA,"",NA,"","",NA,"","Norwegian","Ashley","NOR2","Norwegian","Norwegian","","","SAMINOR 2","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,49.4976,14.6946,NA,NA,132.855,97.427,NA,NA,NA,NA
"NOR2-D","Ashley","Norwegian","F",1.55,NA,"","","","59.1","10.7","1899","N",NA,NA,"",0.45,"mmol/L",NA,"",NA,NA,"",NA,1.4,0.9,"mmol/L",NA,"",NA,"","",NA,"","Norwegian","Ashley","NOR2","Norwegian","Norwegian","","","SAMINOR 2","Northern Norway","Tundra","Norway","60.472","8.4689","Europe",NA,"Integrated","""""Change in prevalence and severity of metabolic syndrome in the Sami and non-Sami population in rural Northern Norway using a repeated cross-sectional population-based study design: the SAMINOR study"""" Michalsen et. al. ",NA,NA,NA,59.9385,17.4015,NA,NA,123.998,79.713,NA,NA,NA,NA
"ORA3-A","AYANA","Orang Asli","M",0.99,NA,"15","15+","",NA,NA,"19","N",NA,NA,"",0.18,"mmol/L",NA,"",2.34,0.85,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Semai","Orang Asli just means first people so it is not informative. Semai is a specific group of Senoi","Semai","","Inland","Tropical Rainforest","Peninsular Malyasia","3.705986","102.27917","Asia","Nomadic","Unacculturated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,38.2833,6.9606,90.4878,32.8695,NA,NA,NA,NA,NA,NA
"ORA3-A","AYANA","Orang Asli","F",1.1,NA,"15","15+","",NA,NA,"24","N",NA,NA,"",0.4,"mmol/L",NA,"",2.77,0.74,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Semai","Orang Asli just means first people so it is not informative. Semai is a specific group of Senoi","Semai","","Inland","Tropical Rainforest","Peninsular Malyasia","3.705986","102.27917","Asia","Nomadic","Unacculturated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,42.537,15.468,107.1159,28.6158,NA,NA,NA,NA,NA,NA
"ORA3-B","AYANA","Orang Asli","M",1.14,NA,"15","15+","",NA,NA,"23","N",NA,NA,"",0.23,"mmol/L",NA,"",2.52,0.63,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Batek","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Batek","","Inland","Tropical Rainforest","Peninsular Malyasia","5.246734","102.162702","Asia","Nomadic","Unacculturated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,44.0838,8.8941,97.4484,24.3621,NA,NA,NA,NA,NA,NA
"ORA3-B","AYANA","Orang Asli","F",1.45,NA,"15","15+","",NA,NA,"4","N",NA,NA,"",0.1,"mmol/L",NA,"",2.58,0.53,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Batek","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Batek","","Inland","Tropical Rainforest","Peninsular Malyasia","5.246734","102.162702","Asia","Nomadic","Unacculturated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,56.0715,3.867,99.7686,20.4951,NA,NA,NA,NA,NA,NA
"ORA3-C","AYANA","Orang Asli","M",2.15,NA,"15","15+","",NA,NA,"15","N",NA,NA,"",0.35,"mmol/L",NA,"",3.25,0.9,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Lanoh","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Lanoh","","Inland","Tropical Rainforest","Peninsular Malyasia","4.907965","100.94535","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,83.1405,13.5345,125.6775,34.803,NA,NA,NA,NA,NA,NA
"ORA3-C","AYANA","Orang Asli","F",1.2,NA,"15","15+","",NA,NA,"11","N",NA,NA,"",0.6,"mmol/L",NA,"",3.16,1.01,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Lanoh","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Lanoh","","Inland","Tropical Rainforest","Peninsular Malyasia","4.907965","100.94535","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,46.404,23.202,122.1972,39.0567,NA,NA,NA,NA,NA,NA
"ORA3-D","AYANA","Orang Asli","M",0.7,NA,"15","15+","",NA,NA,"2","N",NA,NA,"",0,"mmol/L",NA,"",2.15,0.35,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Kanaq","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Kanaq","","Periphery","Tropical Rainforest","Peninsular Malyasia","1.818275","103.514601","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,27.069,0,83.1405,13.5345,NA,NA,NA,NA,NA,NA
"ORA3-D","AYANA","Orang Asli","F",0.9,NA,"15","15+","",NA,NA,"9","N",NA,NA,"",0.3,"mmol/L",NA,"",3.38,0.62,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Kanaq","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Kanaq","","Periphery","Tropical Rainforest","Peninsular Malyasia","1.818275","103.514601","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,34.803,11.601,130.7046,23.9754,NA,NA,NA,NA,NA,NA
"ORA3-E","AYANA","Orang Asli","M",1.18,NA,"15","15+","",NA,NA,"17","N",NA,NA,"",0.45,"mmol/L",NA,"",2.88,0.95,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Kensiu","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Kensiu","","Periphery","Tropical Rainforest","Peninsular Malyasia","5.757593","100.917471","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,45.6306,17.4015,111.3696,36.7365,NA,NA,NA,NA,NA,NA
"ORA3-E","AYANA","Orang Asli","F",1.2,NA,"15","15+","",NA,NA,"39","N",NA,NA,"",0.6,"mmol/L",NA,"",3.09,0.93,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Kensiu","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Kensiu","","Periphery","Tropical Rainforest","Peninsular Malyasia","5.757593","100.917471","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,46.404,23.202,119.4903,35.9631,NA,NA,NA,NA,NA,NA
"ORA3-F","AYANA","Orang Asli","F",1.7,NA,"15","15+","",NA,NA,"19","N",NA,NA,"",0.5,"mmol/L",NA,"",3.55,1.05,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Che Wong","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Che Wong","","Periphery","Tropical Rainforest","Peninsular Malyasia","2.608694","102.987488","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,65.739,19.335,137.2785,40.6035,NA,NA,NA,NA,NA,NA
"ORA3-F","AYANA","Orang Asli","M",1,NA,"15","15+","",NA,NA,"19","N",NA,NA,"",0.51,"mmol/L",NA,"",3.29,1.19,"mmol/L",NA,NA,NA,"",NA,"",NA,"","",NA,"","Orang Asli","AYANA","ORA3","","Che Wong","Orang Asli just means first people so it is not informative. Based on the figure, these are the exact names used ","Che Wong","","Periphery","Tropical Rainforest","Peninsular Malyasia","2.608694","102.987488","Asia","Yes","Integrated","""""Increased risks of cadiovascular disease and insulin resistance among the Orang Asli In Peninsular Malaysia"""" Abdul Aziz et.al.",NA,NA,NA,38.67,19.7217,127.2243,46.0173,NA,NA,NA,NA,NA,NA
"ORA4","AYANA","Orang Asli","F",1.3,NA,"15","15+","","33.7","13.6","89","N",NA,NA,"",0.3,"mmol/L",NA,"",3.4,1,"mmol/L",NA,1.1,0.6,"mmol/L",NA,"",NA,"","",NA,"","Orang Asli","AYANA, ASHLEY","","","Temuan","Orang Asli just means first people so it is not informative. The Temuan are a group with the Senoi","Temuan","","Kampung Kuala Kerling, Kampung Gerachi, Kampung Sungai Jang, Kampung Pertak","Tropical Rainforest","Peninsular Malyasia","1.46304","103.753159","Asia","Yes","Integrated","""""Prevalence of diabetes, impaired fasting glucose and metabolc syndrome among female Orang Asli community in Peninsular Malaysia"""" (Mohamud et. al. )",NA,NA,NA,50.271,11.601,131.478,38.67,97.427,53.142,NA,NA,NA,NA
