Who,StudyID,Population,Sex,Age_LL,Age,Age_UL,Mean_Age,SD,N,N_Assumed ,SerumLevel,SL_SD,SL_SE,SL_Units,HDL_Chol,HDL_SD,HDL_Units,NonHDL_C,NonH_Units,LDL_Chol,LDL_SD,LDL_Units,Hypercholesterolemia_Prev,Triglyceride_Chol,Triglyceride_SD,Triglyceride_Units,Apo_A1,AA_Units,ApoB,ApoB_SD,AB_Units,Lp_a,Lpa_Units,,,
AYANA,TSI2,Tsimane,M/F,40,40+,,,,65,Y,144,,3,mg/dL,37,1,mg/dL,,,80,2,mg/dL,,137,8,mg/dL,,,,,,,,,,
AYANA,TSI2,Tsimane,M/F,50,50-59,,,,65,Y,144,,4,mg/dL,37,1,mg/dL,,,79,4,mg/dL,,142,11,mg/dL,,,,,,,,,,
AYANA,TSI2,Tsimane,M/F,60,60-69,,,,65,Y,136,,4,mg/dL,37,1,mg/dL,,,76,3,mg/dL,,116,15,mg/dL,,,,,,,,,,
Gisele,TSI7,Tsimane,M/F,20,20-84,84,39.7,14.6,418,N,138,29.2,,mg/dL,36.8,8.9,mg/dL,,,70.6,21.9,mg/dL,,,,,,,,,,,,,,
EM,TUR1,Turkana,M,14,14-29,29,,,10,N,198,44,,mg/dL,,,,,,,,,,120,60,mg/100mL,,,,,,,,,,
EM,TUR1,Turkana,M,30,30-39,39,,,10,N,177,34,,mg/dL,,,,,,,,,,132,38,mg/100mL,,,,,,,,,,
EM,TUR1,Turkana,M,40,40-49,49,,,16,N,183,48,,mg/dL,,,,,,,,,,137,45,mg/100mL,,,,,,,,,,
EM,TUR1,Turkana,M,50,,,,,17,N,185,50,,mg/dL,,,,,,,,,,144,41,mg/100mL,,,,,,,,,,
Ashley,TURK2-A,Turks,M,20,20-29,29,,,27,N,,,,,35.4,10,mg/dL,,,,,,,106,67,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,M,30,30-39,39,,,346,N,,,,,35.6,11,mg/dL,,,,,,,150,99,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,M,40,40-49,49,,,319,N,,,,,36.3,12,mg/dL,,,,,,,163,101,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,M,50,50-59,59,,,233,N,,,,,37.4,11,mg/dL,,,,,,,143,88,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,M,60,60-69,69,,,199,N,,,,,39.2,13,mg/dL,,,,,,,131,79,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,M,70,70+,,,,87,N,,,,,42,14,mg/dL,,,,,,,115,50,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,F,30,30-39,39,,,352,N,,,,,42.7,12,mg/dL,,,,,,,106,63,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,F,20,20-29,29,,,34,N,,,,,44.2,13,mg/dL,,,,,,,59,49,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,F,40,40-49,49,,,337,N,,,,,44.4,13,mg/dL,,,,,,,125,68,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,F,50,50-59,59,,,252,N,,,,,44.8,11,mg/dL,,,,,,,137,83,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,F,70,70+,,,,72,N,,,,,46.5,11,mg/dL,,,,,,,142,86,mg/dL,,,,,,,,,,
Ashley,TURK2-A,Turks,F,60,60-69,69,,,214,N,,,,,49,15,mg/dL,,,,,,,157,93,mg/dL,,,,,,,,,,
Ashley,TURK2-B,Turks,M,31,31-39,39,,,89,N,,,,,,,,,,107.9,,mg/dL,,201,,mg/dL,117.2,mg/dL,110.7,,mg/dL,,,,,
Ashley,TURK2-B,Turks,M,40,40-49,49,,,241,N,,,,,,,,,,111.2,,mg/dL,,195.6,,mg/dL,124.3,mg/dL,112.7,,mg/dL,,,,,
Ashley,TURK2-B,Turks,M,50,50-59,59,,,171,N,,,,,,,,,,116.3,,mg/dL,,181.8,,mg/dL,127.4,mg/dL,118,,mg/dL,,,,,
Ashley,TURK2-B,Turks,M,60,60-69,69,,,126,N,,,,,,,,,,113.6,,mg/dL,,157.1,,mg/dL,125.9,mg/dL,112.1,,mg/dL,,,,,
Ashley,TURK2-B,Turks,M,70,70+,,,,78,N,,,,,,,,,,117.5,,mg/dL,,141.6,,mg/dL,121.5,mg/dL,116.6,,mg/dL,,,,,
Ashley,TURK2-B,Turks,F,31,31-39,39,,,94,N,,,,,,,,,,105.5,,mg/dL,,118.6,,mg/dL,127,mg/dL,102.6,,mg/dL,,,,,
Ashley,TURK2-B,Turks,F,40,40-49,49,,,257,N,,,,,,,,,,118.2,,mg/dL,,138.7,,mg/dL,136.4,mg/dL,106,,mg/dL,,,,,
Ashley,TURK2-B,Turks,F,50,50-59,59,,,183,N,,,,,,,,,,126.8,,mg/dL,,155.1,,mg/dL,138.2,mg/dL,119.9,,mg/dL,,,,,
Ashley,TURK2-B,Turks,F,60,60-69,69,,,147,N,,,,,,,,,,135.2,,mg/dL,,169.6,,mg/dL,142.5,mg/dL,124.4,,mg/dL,,,,,
Ashley,TURK2-B,Turks,F,70,70+,,,,79,N,,,,,,,,,,137.3,,mg/dL,,146.5,,mg/dL,133.6,mg/dL,126.7,,mg/dL,,,,,
Ashley,TURK3,Turks,M,,,,49.1,12.6,1492,N,,,,,37.5,11.5,mg/dL,,,114,32,mg/dL,,,,,,,,,,,,,,
Ashley,TURK3,Turks,F,,,,48.8,12.6,1543,N,,,,,47.5,12.8,mg/dL,,,119,34,mg/dL,,,,,,,,,,,,,,
Phoebe,VIE3,Kinh,M,,,<50,,,3989,N,4.7,0.7,,mmol/L,,,,,,,,,,,,,,,,,,,,"After overnight fasting, TC was measured according to the standardised STEPS procedure [21] from capillary whole blood using Roche Diagnostics Accutrend Plus glucometers. Raised TC was defined as TC � 5.0 mmol/L.",,
Phoebe,VIE3,Kinh,M,>50,,,,,2815,N,4.8,0.8,,mmol/L,,,,,,,,,,,,,,,,,,,,"After overnight fasting, TC was measured according to the standardised STEPS procedure [21] from capillary whole blood using Roche Diagnostics Accutrend Plus glucometers. Raised TC was defined as TC � 5.0 mmol/L.",,
Phoebe,VIE3,Kinh,F,,,<50,,,4770,N,4.7,0.7,,mmol/L,,,,,,,,,,,,,,,,,,,,"After overnight fasting, TC was measured according to the standardised STEPS procedure [21] from capillary whole blood using Roche Diagnostics Accutrend Plus glucometers. Raised TC was defined as TC � 5.0 mmol/L.",,
Phoebe,VIE3,Kinh,F,>50,,,,,3132,N,5.2,0.8,,mmol/L,,,,,,,,,,,,,,,,,,,,"After overnight fasting, TC was measured according to the standardised STEPS procedure [21] from capillary whole blood using Roche Diagnostics Accutrend Plus glucometers. Raised TC was defined as TC � 5.0 mmol/L.",,
FION,WABA1,Wabag Natives,M,20,20-29,,,,25,N,143,4,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,WABA1,Wabag Natives,M,30,30-39,,,,21,N,144,5,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,WABA1,Wabag Natives,M,40,40-49,,,,21,N,141,3,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,WABA1,Wabag Natives,M,50,50-59,,,,12,N,137,8,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,WABA1,Wabag Natives,F,10,19-Oct,,,,17,N,160,5,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,WABA1,Wabag Natives,F,20,20-29,,,,9,N,155,12,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
FION,WABA1 ,Wabag Natives,M,10,19-Oct,,,,6,N,145,8,,mg/dL,,,,,,,,,,,,,,,,,,,,,,
"FION,BEVERLY",WAI,Wainwright Eskimos,M,7,16-Jul,,,,63,N,145,21,,mg/dL,,,,,,,,,0,,,,,,,,,,,,,
"FION,BEVERLY",WAI,Wainwright Eskimos,F,18,18-74,,,,33,Y,205,57,,mg/dL,,,,,,,,,13.8,,,,,,,,,,,,,
"FION,BEVERLY",WAI,Wainwright Eskimos,M,18,18-74,,,,33,Y,187,41,,mg/dL,,,,,,,,,6.7,,,,,,,,,,,,,
"FION,BEVERLY",WAI ,Wainwright Eskimos,F,7,16-Jul,,,,63,N,151,29,,mg/dL,,,,,,,,,2.4,,,,,,,,,,,,,
Emily,WAL1,Wallisian,M,20,20-24,24,,,38,N,3.3,0.64,,mmol/L,,,,,,,,,,0.605,0.261,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,M,25,25-34,34,,,78,N,3.72,0.83,,mmol/L,,,,,,,,,,0.757,0.496,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,M,35,35-44,44,,,56,N,3.76,0.79,,mmol/L,,,,,,,,,,0.775,0.363,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,M,45,45-54,54,,,39,N,4.01,0.89,,mmol/L,,,,,,,,,,0.882,0.483,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,M,55,55-64,64,,,35,N,3.99,0.94,,mmol/L,,,,,,,,,,0.804,0.394,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,M,65,>=65,,,,23,N,3.96,0.98,,mmol/L,,,,,,,,,,0.825,0.329,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,F,20,20-24,24,,,53,N,3.55,0.83,,mmol/L,,,,,,,,,,0.631,0.348,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,F,25,25-34,34,,,71,N,4.21,1.1,,mmol/L,,,,,,,,,,0.871,0.551,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,F,35,35-44,44,,,53,N,4.16,0.93,,mmol/L,,,,,,,,,,0.876,0.332,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,F,45,45-54,54,,,50,N,4.31,0.94,,mmol/L,,,,,,,,,,0.867,0.405,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,F,55,55-64,64,,,32,N,4.57,1,,mmol/L,,,,,,,,,,0.949,0.367,mmol/l,,,,,,,,,fasting triglycerides,
Emily,WAL1,Wallisian,F,65,>=65,,,,19,N,4.43,0.91,,mmol/L,,,,,,,,,,1.054,0.496,mmol/l,,,,,,,,,fasting triglycerides,
EM,XAV6,Xavante,M,20,,,43.2,19,455,N,146,43,,mg/dL,37.1,7.5,mg/dL,,,70.8,26,mg/dL,,202.1,161.7,mg/dL,103.4,mg/dL,72.5,17.9,mg/dL,,,,,
EM,XAV6,Xavante,F,20,,,42.5,19.4,470,N,146.8,43.2,,mg/dL,40.6,8.2,mg/dL,,,70,23.3,mg/dL,,196.4,180,mg/dL,110.1,mg/dL,73.2,17.8,mg/dL,,,,,
Gisele,XAV7,Xavante,M,20,20+,,43.1,19,457,N,,,,,37.1,7.5,mg/dL,,,,,,,201.8,161.6,mg/dL,,,,,,,,,,
Gisele,XAV7,Xavante,F,20,20+,,42.4,19.3,475,N,,,,,40.7,8.2,mg/dL,,,,,,,196.3,179.4,mg/dL,,,,,,,,,,
Emily,YAK1-A,Yakut (rural),M,,,,54.4,15.8,21,N,184.4,33.9,,mg/dL,41.9,11.9,mg/dl,,,121.3,30.1,mg/dl,,106.1,52.1,mg/dl,,,,,,,,,,
Emily,YAK1-A,Yakut (rural),F,,,,49,15.9,52,N,182.1,34.3,,mg/dL,47.1,14.3,mg/dl,,,119.7,29.4,mg/dl,,75.9,32.3,mg/dl,,,,,,,,,,
Emily,YAK1-B,Yakut (urban),M,,,,42.4,14.6,52,N,164.8,38.9,,mg/dL,44.3,13.4,mg/dl,,,103.7,32.3,mg/dl,,84,39.2,mg/dl,,,,,,,,,,
Emily,YAK1-B,Yakut (urban),F,,,,42.9,13.2,76,N,176.6,39,,mg/dL,51.9,15.5,mg/dl,,,109.2,31.6,mg/dl,,80.1,47.7,mg/dl,,,,,,,,,,
Victoria,YAK2,Yakut,M,55,55-64,64,,,,,178,,,mg/dL,42,,mg/dL,,,118,,mg/dL,,88,,mg/dL,,,,,,,,,,
Victoria,YAK2,Yakut,M,65,65+,,,,,,192,,,mg/dL,42,,mg/dL,,,129,,mg/dL,,110,,mg/dL,,,,,,,,,,
Victoria,YAK2,Yakut,M,18,18-34,34,,,,,139,,,mg/dL,43,,mg/dL,,,82,,mg/dL,,70,,mg/dL,,,,,,,,,,
Victoria,YAK2,Yakut,M,35,35-44,44,,,,,169,,,mg/dL,43,,mg/dL,,,111,,mg/dL,,75,,mg/dL,,,,,,,,,,
Victoria,YAK2,Yakut,M,45,45-54,54,,,,,189,,,mg/dL,49,,mg/dL,,,122,,mg/dL,,98,,mg/dL,,,,,,,,,,
CB,YAN2,Yanomamo,M,21,21-68,68,,,34,N,,,,,33.9,7,mg/dL,,,68.1,24.5,mg/dL,,,,,,,,,,,,,,
CB,YAN2,Yanomamo,F,20,20-68,68,,,14,N,,,,,39.6,10.5,mg/dL,,,78.2,20/4,mg/dL,,,,,,,,,,,,,,
CB,YAN2,Yanomamo,M,21,21-68,68,,,41,N,121.9,31.5,,mg/dL,,,,,,,,,111.7,36.8,,mg/dl,,,,,,,,,,
CB,YAN2,Yanomamo,F,20,20-68,68,,,21,N,142.5,29.5,,mg/dL,,,,,,,,,109.8,35.1,,mg/dl,,,,,,,,,,
Phoebe,YAQ1-A,Yaqui,M/F,,,,49,17,33,N,,,,,40.7,8.9,mg/dL,,,,,,,127.8,63.1,mg/dL,,,,,,,,spectrophotometric,,
Phoebe,YAQ1-B,Yaqiu,M/F,,,,41,12,49,N,,,,,38.2,8.4,mg/dL,,,,,,,137.1,79.2,mg/dL,,,,,,,,spectrophotometric,,
EM,YUP1,Yup'ik,M,14,,,38.3,16.9,78,N,212.7,42.9,,mg/dL,55.6,15.1,mg/dL,,,137.8,34.7,mg/dL,,97.2,89.1,mg/dL,,,,,,,,Cholestex LDX,,
EM,YUP1,Yup'ik,F,14,,,33.6,14.9,101,N,206.8,43,,mg/dL,61,16.1,mg/dL,,,130,35.1,mg/dL,,79.4,45.4,mg/dL,,,,,,,,Cholestex LDX,,
EM,ZUL1,Zulu,M,,,,46.4,20.6,189,N,4,1,,mmol/L,1.24,0.44,mmol/L,,,2.2,1,mmol/L,,1.1,0.7,mmol/L,,,,,,,,"enzymatic calorimetric method with kits from Boehringer Mannheim (Mannheim,Germany) and Diagnostic; LDL cholesterol was
calculated by the Freidewald formula",,
EM,ZUL1,Zulu,F,,,,18.2,18.2,758,N,4.1,1.1,,mmol/L,1.24,0.38,mmol/L,,,2.4,0.9,mmol/L,,1,0.7,mmol/L,,,,,,,,"enzymatic calorimetric method with kits from Boehringer Mannheim (Mannheim,Germany) and Diagnostic; LDL cholesterol was
calculated by the Freidewald formula",,
