BLV,Who,StudyID,Article link,CrudeName,EthnicGroup,EthnicGroup_Notes,Population,Subpopulation,Other_Classification,Location,DPlaceID,DPlaceID_2,DPlaceID_3,DPlaceID_4,DPlaceID_5,Biome,Country,Lattitude,Longitude,Region,PubDate,TimeFrame,EconBase_TOS,ECONNOTES,EconBase_TRAD,Sedentary,AcculturationLevel,Acculturation_quant,AccNotes,DietStaples,SmokingNotes,AlcoholNotes,ReferenceSource,Notes,AdditionalSources
,Emily,BUK1-A,BUK1-A,Congolese,Congolese,,Congolese,,2012,"urban areas of Bukavu City (Irambo street, Nyalukemba district, Ibanda township) and those living in rural Katana",,,,,,,Democratic Republic of the Congo,-2.634851,28.131322,Africa,2019,2012,,,,,,,,,,,The trend in blood pressure and hypertension prevalence in the general population of South Kivu between 2012 and 2016: Results from two representative cross-sectional surveys— The Bukavu observational study,,
,Emily,BUK1-B,BUK1-B,Congolese,Congolese,,Congolese,,2016,"urban areas of Bukavu City (Irambo street, Nyalukemba district, Ibanda township) and those living in rural Katana",,,,,,,Democratic Republic of the Congo,-2.634851,28.131322,Africa,2019,2016,,,,,,,,,,,The trend in blood pressure and hypertension prevalence in the general population of South Kivu between 2012 and 2016: Results from two representative cross-sectional surveys— The Bukavu observational study,,
6,Ashley,SIK1-A,SIK1,"Majhabis, Dalits",Sikh Harijan ,Rural,Sikh Harijan,,,"Amritsar, Punjab",,,,,,,India,31.1471,75.3412,Asia,2005,2001,W,"""Rural and urban Sikh Harijan females generally work as agricultural labourer or cleaning the cattle sheds in the homestead of rich landowners""",,,acculturated,4,"Work is done in the homes of rich land owners, schools, offices, etc. ",,,,"""Age-associated changes in some anthropometric measurements among rural and urban Sikh Harijan females of Amritsar (Punjab)"" Sidhu et. al.",,
6,Ashley,SIK1-B,SIK1,"Majhabis, Dalits",Sikh Harijan ,Urban,Sikh Harijan,,,"Amritsar, Punjab",,,,,,,India,31.1471,75.3412,Asia,2005,2001,W,"""Urban Sikh Harijan females usually get employment as sweeper in the offices, schools and hospitals, and also work in the houses for taking care of cleanliness""",,,acculturated,4,"Work is done in the homes of rich land owners, schools, offices, etc. ",,,,"""Age-associated changes in some anthropometric measurements among rural and urban Sikh Harijan females of Amritsar (Punjab)"" Sidhu et. al.",,
6,Ashley,CAN4-A,CAN4,Yukon First Nations,Yukon First Nations,,Canadian Arctics,,,Yukon,,,,,,,Canada,64.2823,-135,North America,2004,1995,W,"""Dietary patterns researched among Canadian Arctic peoples point to the high quality of foods taken from animal and plant species of hunter-gatherer subsistence patterns still recognized by Dene/Métis, Yukon First Nations, and Inuit communities"" ""market food is that shipped from the South and purchased in stores""",FG,,acculturated,4,Market foods are shipped from other countries,"Sugar, coffee, tea, bread (white, enriched), potatoes, butter, eggs, cream, margarine, rice, milk, chicken, beef, lard, crystal drinks, bannock (biscuit)",,,"""Arctic Indigenous Peoples Experience the Nutrition Transition with Changing Dietary Patterns and Obesity"" Kuhnlein, et. al.",LDC: less-developed countries; TF: animal and plant species culturally identified as food and harvested from the local environment; MF: market food shipped from the South and purchased in stores,
6,Ashley,CAN4-B,CAN4,Dene/Métis,Dene/Métis,,Canadian Arctics,,,Denendeh,Na30,B355,,,,,Canada,56.1304,-106.3468,North America,2004,1994,W,"""Dietary patterns researched among Canadian Arctic peoples point to the high quality of foods taken from animal and plant species of hunter-gatherer subsistence patterns still recognized by Dene/Métis, Yukon First Nations, and Inuit communities"" ""market food is that shipped from the South and purchased in stores""",FG,,acculturated,4,Market foods are shipped from other countries,"Sugar, coffee, tea, bread (white, enriched), potatoes, butter, eggs, cream, margarine, rice, milk, chicken, beef, lard, crystal drinks, bannock (biscuit)",,,"""Arctic Indigenous Peoples Experience the Nutrition Transition with Changing Dietary Patterns and Obesity"" Kuhnlein, et. al.",LDC: less-developed countries; TF: animal and plant species culturally identified as food and harvested from the local environment; MF: market food shipped from the South and purchased in stores,
6,Ashley,CAN4-C,CAN4,Inuit,Inuit Tapiritt Kanatami,,Canadian Arctics,,,Canada,,,,,,,Canada,56.1304,-106.3468,North America,2004,1998-1999,W,"""Dietary patterns researched among Canadian Arctic peoples point to the high quality of foods taken from animal and plant species of hunter-gatherer subsistence patterns still recognized by Dene/Métis, Yukon First Nations, and Inuit communities"" ""market food is that shipped from the South and purchased in stores""",FG,,acculturated,4,Market foods are shipped from other countries,"Sugar, coffee, tea, bread (white, enriched), potatoes, butter, eggs, cream, margarine, rice, milk, chicken, beef, lard, crystal drinks, bannock (biscuit)",,,"""Arctic Indigenous Peoples Experience the Nutrition Transition with Changing Dietary Patterns and Obesity"" Kuhnlein, et. al.",LDC: less-developed countries; TF: animal and plant species culturally identified as food and harvested from the local environment; MF: market food shipped from the South and purchased in stores,
"1,6",Emily,CAM2-A,CAM2-A,Bantu,Bantu,,Bantu,,,"‘Cité des Palmiers’ health district, the second largest and populous health district in Douala, located in Nord West of Douala City",,,,,,urban,Cameroon,4.053204,9.763997,Africa,2018,2013-2014,W,"""The population is diversified and representative of the different ethnic and socio-cultural groups in the country (except the pygmy community), and comprises: students, employees, traders, civil servants, housewives, and low, middle and high-income earners from public and private activity sectors"" ""hunter-gatherer rural Bantus""",FG,,,,,"processed food products containing added sodium, fats and sugars, domestic animal products, eggs, milk, offals, stimulants, sweets, heavy alcoholic and sugar-containing beverages intake","5.8% tobacco use in men, 1.3% tobacco use in women",66.7% drink at least once per week,Association of urinary sodium excretion with blood pressure and risk factors associated with hypertension among Cameroonian pygmies and bantus: a cross-sectional study,,
"1,6",Emily,CAM2-B,CAM2-B,Pygmies,Pygmies,,Pygmies,,,Kavabousse and Bipindi villages located in the Lolodorf health district,,,,,,woodland,Cameroon,3.230542,10.729909,Africa,2018,2013-2014,FG,"""Their traditional lifestyle is to move frequently through forests from one campsite to another, living in temporary built huts. In line with their nomadism and hunter-gatherer subsistence mode""",FG,,,,,"plantain and cassava, fruits (especially bananas and bush mangos), wild vegetables and bushmeat","12.7% tobacco use in men, 0% tobacco use in women",52.0% drink at least once per week,Association of urinary sodium excretion with blood pressure and risk factors associated with hypertension among Cameroonian pygmies and bantus: a cross-sectional study,info on biome in additional sources,https://www.researchgate.net/figure/Vegetation-cover-in-Cameroon-source-Interactive-Atlas-of-forestry-resources-of_fig2_291840647
6,Emily,ORA6,ORA6,Orang Asli,Orang Asli,,Orang Asli,,,"villages of Selangor, Malaysia",,,,,,tropical rainforest,Malaysia,3.373968,101.509185,Asia,2005,,W,"""The mean monthly house- hold income was MR 411.81 (SD 375.72). Almost 73% of all the heads of the family had formal education of at least 6 years.""",,,,,,,,,"Protein-energy malnutrition and soil-transmitted helminthiases among Orang Asli children in Selangor, Malaysia",info on biome in additional sources,https://www.oneearth.org/ecoregions/peninsular-malaysian-rainforests/
"1,3,6",Ashley,ISR1-A,ISR1,N. Bedouins ,N. Bedouins,,Israelis,,,Negev region of southern Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""raising camels, sheep, and goats is their livelihood"" ""Some of the young men now employed as semiskilled laborers and are thus better off economically than their nomadic fellows""",FG,Nomadic ,unacculturated,1,"""The Bedouins were selected for study because they still adhere their tribal pattern of life and until recently have had little contact with Western civilization""","flat, dry, hard bread made from unrefined flour, meat once or twice a month",Smoked more frequently than Europeans,Alcohol is forbidden by religion,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,6",Ashley,ISR1-B,ISR1,N. Bedouins ,N. Bedouins,,Israelis,Hypertensive Bedouins,,Negev region of southern Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""raising camels, sheep, and goats is their livelihood"" ""Some of the young men now employed as semiskilled laborers and are thus better off economically than their nomadic fellows""",FG,Nomadic,unacculturated,1,"""The Bedouins were selected for study because they still adhere their tribal pattern of life and until recently have had little contact with Western civilization""","flat, dry, hard bread made from unrefined flour, meat once or twice a month",Smoked more frequently than Europeans,Alcohol is forbidden by religion,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,6",Ashley,ISR1-C,ISR1,N. Yemenites,N. Yemenites,,Israelis,Semirecent Yeminites,,Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""Both semirecent and early Yemenites are manual laborers, and farmers and lead an active lifestyle""",FG,,acculturated,4,"""Early Yemenites have adopted many European dietary habits, are economically more priviledged and consume a higher intake of saturated fatty acids""",Semirecent Yeminites: 25% of calories derived from unsaturated fats,Smoked less than Europeans,,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease, semirecent: those living in Israel less than 12 years","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,6",Ashley,ISR1-D,ISR1,N. Yemenites,N. Yemenites,,Israelis,Yemenites with AHD and/or diseases associated with AHD,,Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""Both semirecent and early Yemenites are manual laborers, and farmers and lead an active lifestyle""",FG,,acculturated,4,"""Early Yemenites have adopted many European dietary habits, are economically more priviledged and consume a higher intake of saturated fatty acids""",Semirecent Yeminites: 25% of calories derived from unsaturated fats; Early: mostly saturated fats,Smoked less than Europeans,,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease, early: those living in Israel 15 to 30 years","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,6",Ashley,ISR1-E,ISR1,N. Yemenites,N. Yemenites,,Israelis,Early Yemenites,,Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""Both semirecent and early Yemenites are manual laborers, and farmers and lead an active lifestyle""",FG,,acculturated,4,"""Early Yemenites have adopted many European dietary habits, are economically more priviledged and consume a higher intake of saturated fatty acids""",Early: mostly saturated fats,Smoked less than Europeans,,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,6",Ashley,ISR1-F,ISR1,N. Europeans,N. Europeans,,Israelis,,,Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""Israelis of European origin resemble citizens of other Western nations in their mode of life and dietary habits""",,,acculturated,4,"""Israelis of European origin resemble citizens of other Western nations in their mode of life and dietary habits""",40% of calories derived from saturated fats,Average smoking base,,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,6",Ashley,ISR1-G,ISR1,N. Europeans,N. Europeans,,Israelis,Europeans with AHD and/or associated conditions,,Israel,,,,,,Woodland,Israel,31.0461,34.8516,Asia,1963,,W,"""Israelis of European origin resemble citizens of other Western nations in their mode of life and dietary habits""",,,acculturated,4,"""Israelis of European origin resemble citizens of other Western nations in their mode of life and dietary habits""",40% of calories derived from saturated fats,Average smoking base,,"""Lipid Metabolism and Arteriosclerotic Heart Disease in Israelis of Bedouin, Yemenite, and European Origin"" Schwartz et. al.","information on biome in additional sources, AHD: arteriosclerotic heart disease","https://sites.google.com/a/richland2.org/israel-mclendon-dyer1/#:~:text=Israel's%20biome%20consists%20of%20Mediterranean,be%20more%20susceptible%20to%20fire."
"1,3,4,6",Emily,AUA15,AUA15,Tiwi,Tiwi,,Indigenous Australians,,,Tiwi Islands Bathurst and Melville,B95,Id3,SCCS90,,,,Australia,-11.707897,130.820859,Australia,2017,,W,"""The Island’s workforce is 900 members strong who work in industries such as plantation forestry, transport and maritime infrastructure, tourism, fish farming, retailing, building and contracting and hire service""",,,,,,,72% currently smoke,,"The independent associations of HbA1c, C-reactive protein and birth weight with cardiovascular disease, diabetes mellitus and chronic kidney disease
in a remote Indigenous Australian community:
A prospective cohort study",,
4,Ashley,AIN5-A,AIN5,Athabascan,Athabascan,,American Indian,,,Alaska,,,,,,Tundra,United States,64.2008,-149.4937,North America,1985,1969,W,"Reason for weight gain and diabetes: ""Some traditional dietary intake patterns which were socioculturally well-adapted to hunting and gathering and feast/famine cycles are now maladaptive with constant food availability and increased food variety""",FG,,acculturated,4,"""The Western dietary and lifestyle acculturation in affected Native American populations is thought to be connected to their increasing obesity and diabetes incidence and prevalence""","High protein, low carbohydrate, and moderate fat content",,,"""Selected risk factors for diabetes in Native Americans"" Mohs, et. al. ",,"Biome: https://earthobservatory.nasa.gov/biome/biotundra.php#:~:text=Tundra%20is%20found%20in%20the,are%20in%20the%20tundra%20biome."
4,Ashley,AIN5-B,AIN5,Cherokee,Cherokee,,American Indian,,,N. Carolina,Ng5,,,,,Temperate Rainforest,United States,35.7596,-79.0193,North America,1985,1965,W,"Reason for weight gain and diabetes: ""Some traditional dietary intake patterns which were socioculturally well-adapted to hunting and gathering and feast/famine cycles are now maladaptive with constant food availability and increased food variety""",FG,,acculturated,4,"""The Western dietary and lifestyle acculturation in affected Native American populations is thought to be connected to their increasing obesity and diabetes incidence and prevalence""",,,,"""Selected risk factors for diabetes in Native Americans"" Mohs, et. al. ",,Biome: https://www.renewmethod.com/post/what-biome-is-north-carolina
4,Ashley,AIN5-C,AIN5,Choctaw,Choctaw,,American Indian,,,Oklahoma,Ng12,,,,,Grassland,United States,35.0078,-97.0929,North America,1985,1965,W,"Reason for weight gain and diabetes: ""Some traditional dietary intake patterns which were socioculturally well-adapted to hunting and gathering and feast/famine cycles are now maladaptive with constant food availability and increased food variety""",FG,,acculturated,4,"""The Western dietary and lifestyle acculturation in affected Native American populations is thought to be connected to their increasing obesity and diabetes incidence and prevalence""",,,,"""Selected risk factors for diabetes in Native Americans"" Mohs, et. al. ",,Biome: https://en.wikipedia.org/wiki/Geography_of_Oklahoma
